GB	FGN
GB44797	NA
GB44798	FBgn0034797
GB44799	FBgn0030060
GB44800	FBgn0035959
GB44801	NA
GB44802	NA
GB44803	FBgn0035904
GB44804	NA
GB44805	NA
GB44807	NA
GB44808	FBgn0011828
GB44809	NA
GB44810	NA
GB44811	NA
GB44812	NA
GB44813	NA
GB44815	NA
GB44816	NA
GB44817	NA
GB44818	NA
GB44819	NA
GB44820	NA
GB44821	FBgn0035170
GB44822	NA
GB44823	NA
GB44824	FBgn0036278
GB44825	NA
GB44826	FBgn0037609
GB44828	FBgn0000562
GB44829	FBgn0039241
GB44830	FBgn0027841
GB44831	FBgn0037488
GB44832	FBgn0038629
GB44833	NA
GB44834	NA
GB44835	NA
GB44836	NA
GB44837	NA
GB44838	NA
GB44839	NA
GB44840	NA
GB44841	FBgn0039849
GB44842	FBgn0082582
GB44843	NA
GB44844	NA
GB44845	NA
GB44846	NA
GB44847	NA
GB44848	FBgn0262742
GB44849	FBgn0262742
GB44850	FBgn0005654
GB44851	NA
GB44852	NA
GB44853	NA
GB44854	NA
GB44855	NA
GB44856	NA
GB44857	NA
GB44858	NA
GB44859	NA
GB44860	NA
GB44861	NA
GB44862	FBgn0263974
GB44863	NA
GB44865	FBgn0034585
GB44866	NA
GB44867	NA
GB44868	FBgn0250862
GB44869	FBgn0250791
GB44870	FBgn0036537
GB44871	FBgn0038074
GB44872	NA
GB44873	FBgn0031904
GB44875	NA
GB44876	FBgn0023526
GB44877	FBgn0030433
GB44878	FBgn0028693
GB44879	FBgn0031050
GB44880	FBgn0027561
GB44881	FBgn0039004
GB44882	FBgn0035094
GB44883	NA
GB44884	FBgn0035162
GB44885	FBgn0052206
GB44886	NA
GB44887	NA
GB44888	FBgn0033483
GB44889	FBgn0000180
GB44890	FBgn0030354
GB44891	FBgn0039212
GB44892	NA
GB44893	NA
GB44894	FBgn0031360
GB44895	FBgn0051301
GB44896	FBgn0034271
GB44897	FBgn0259749
GB44898	FBgn0035627
GB44899	FBgn0261885
GB44900	FBgn0261268
GB44901	FBgn0026634
GB44902	FBgn0031227
GB44903	FBgn0010014
GB44904	FBgn0030208
GB44905	FBgn0021796
GB44906	FBgn0028467
GB44907	FBgn0034051
GB44909	FBgn0036741
GB44910	FBgn0027497
GB44911	NA
GB44912	FBgn0002441
GB44913	FBgn0011591
GB44914	FBgn0011591
GB44915	NA
GB44917	FBgn0052206
GB44918	FBgn0010356
GB44919	NA
GB44920	NA
GB44921	NA
GB44922	NA
GB44923	NA
GB44924	NA
GB44925	FBgn0028688
GB44926	FBgn0030554
GB44927	FBgn0001179
GB44928	FBgn0067102
GB44929	NA
GB44930	FBgn0033166
GB44931	FBgn0028436
GB44932	FBgn0037186
GB44933	FBgn0034498
GB44934	FBgn0022942
GB44935	FBgn0025574
GB44936	FBgn0037770
GB44937	FBgn0052076
GB44938	FBgn0040780
GB44939	FBgn0026439
GB44940	FBgn0039183
GB44941	FBgn0020443
GB44942	FBgn0011581
GB44943	FBgn0029997
GB44944	FBgn0002924
GB44945	NA
GB44946	FBgn0259704
GB44947	NA
GB44948	FBgn0259099
GB44949	FBgn0037368
GB44950	NA
GB44952	NA
GB44954	NA
GB44955	NA
GB44956	NA
GB44957	NA
GB44958	NA
GB44959	NA
GB44960	FBgn0031781
GB44961	FBgn0042696
GB44962	FBgn0042696
GB44963	NA
GB44964	NA
GB44965	NA
GB44966	FBgn0261270
GB44967	FBgn0042094
GB44968	FBgn0019985
GB44969	FBgn0030612
GB44970	FBgn0040348
GB44971	FBgn0030871
GB44972	FBgn0260799
GB44973	FBgn0038510
GB44974	FBgn0028996
GB44975	NA
GB44976	FBgn0016076
GB44977	NA
GB44978	FBgn0031996
GB44980	FBgn0031630
GB44981	FBgn0031630
GB44982	FBgn0010395
GB44983	FBgn0031912
GB44984	FBgn0031229
GB44985	NA
GB44986	NA
GB44987	NA
GB44988	NA
GB44989	NA
GB44990	FBgn0036761
GB44991	FBgn0011571
GB44992	NA
GB44993	NA
GB44994	FBgn0260747
GB44995	NA
GB44996	NA
GB44997	FBgn0085478
GB44998	FBgn0037707
GB44999	FBgn0263258
GB45000	FBgn0034262
GB45001	FBgn0086613
GB45002	NA
GB45004	NA
GB45005	FBgn0000463
GB45006	NA
GB45007	NA
GB45008	FBgn0036460
GB45009	FBgn0040207
GB45010	NA
GB45011	NA
GB45012	FBgn0014455
GB45013	FBgn0058196
GB45014	NA
GB45015	NA
GB45016	NA
GB45017	FBgn0032256
GB45018	FBgn0031779
GB45019	NA
GB45020	FBgn0036851
GB45023	FBgn0031913
GB45024	FBgn0050051
GB45025	FBgn0037008
GB45026	FBgn0036488
GB45027	NA
GB45028	FBgn0031741
GB45029	FBgn0263780
GB45030	NA
GB45031	FBgn0014179
GB45032	NA
GB45033	NA
GB45034	FBgn0032652
GB45035	FBgn0034978
GB45036	FBgn0031762
GB45037	FBgn0031987
GB45038	FBgn0037010
GB45039	FBgn0004811
GB45040	FBgn0043364
GB45041	FBgn0031997
GB45042	FBgn0031736
GB45044	NA
GB45045	FBgn0043457
GB45046	FBgn0035918
GB45047	FBgn0023174
GB45048	NA
GB45049	FBgn0013810
GB45050	FBgn0032651
GB45051	FBgn0261647
GB45052	FBgn0026376
GB45053	FBgn0264006
GB45054	FBgn0264006
GB45055	NA
GB45056	NA
GB45057	NA
GB45058	FBgn0036107
GB45060	NA
GB45061	NA
GB45062	FBgn0000099
GB45063	FBgn0000099
GB45064	FBgn0035935
GB45065	NA
GB45066	NA
GB45067	NA
GB45068	NA
GB45069	NA
GB45070	FBgn0029761
GB45071	FBgn0040080
GB45072	NA
GB45073	NA
GB45074	FBgn0000411
GB45075	FBgn0000411
GB45076	FBgn0000411
GB45077	FBgn0015625
GB45078	FBgn0026386
GB45079	NA
GB45080	FBgn0036080
GB45081	NA
GB45082	FBgn0015296
GB45083	FBgn0036964
GB45084	NA
GB45085	FBgn0053506
GB45086	FBgn0031492
GB45087	FBgn0037138
GB45088	NA
GB45089	NA
GB45090	NA
GB45091	NA
GB45092	FBgn0029962
GB45093	NA
GB45094	FBgn0034854
GB45095	FBgn0034854
GB45096	NA
GB45097	NA
GB45098	FBgn0000662
GB45099	FBgn0010213
GB45100	NA
GB45101	FBgn0034155
GB45102	FBgn0040347
GB45103	NA
GB45105	FBgn0010422
GB45106	FBgn0030055
GB45107	FBgn0013563
GB45108	NA
GB45110	FBgn0030525
GB45111	FBgn0010772
GB45112	NA
GB45113	FBgn0027615
GB45114	FBgn0086451
GB45115	NA
GB45117	NA
GB45118	NA
GB45119	FBgn0032646
GB45120	FBgn0003187
GB45122	FBgn0029514
GB45123	FBgn0034279
GB45125	FBgn0001974
GB45126	FBgn0004924
GB45127	FBgn0028541
GB45128	FBgn0028479
GB45129	NA
GB45130	NA
GB45131	NA
GB45133	NA
GB45134	NA
GB45135	FBgn0028982
GB45137	FBgn0051641
GB45138	NA
GB45139	NA
GB45140	FBgn0032129
GB45141	NA
GB45142	FBgn0037363
GB45143	FBgn0002716
GB45144	NA
GB45145	FBgn0250785
GB45146	FBgn0036489
GB45147	FBgn0031913
GB45148	FBgn0031913
GB45149	FBgn0031913
GB45150	FBgn0023416
GB45151	FBgn0260653
GB45152	FBgn0260653
GB45153	FBgn0031771
GB45154	NA
GB45155	FBgn0032210
GB45156	FBgn0032339
GB45157	FBgn0013753
GB45158	FBgn0050010
GB45159	FBgn0039109
GB45160	NA
GB45161	NA
GB45162	NA
GB45164	NA
GB45165	NA
GB45166	NA
GB45167	FBgn0004587
GB45168	NA
GB45169	NA
GB45170	NA
GB45171	FBgn0010602
GB45172	FBgn0053544
GB45173	NA
GB45174	FBgn0031692
GB45175	FBgn0039140
GB45176	NA
GB45177	FBgn0261548
GB45178	NA
GB45179	FBgn0030556
GB45180	NA
GB45181	FBgn0035871
GB45182	NA
GB45183	FBgn0025720
GB45184	FBgn0034488
GB45185	FBgn0025608
GB45186	NA
GB45187	NA
GB45188	FBgn0031630
GB45189	FBgn0262166
GB45190	NA
GB45191	NA
GB45192	NA
GB45193	FBgn0031824
GB45194	FBgn0020391
GB45195	FBgn0033984
GB45196	NA
GB45197	FBgn0038325
GB45198	NA
GB45199	FBgn0037315
GB45200	NA
GB45201	NA
GB45202	FBgn0042125
GB45203	NA
GB45204	NA
GB45205	NA
GB45206	NA
GB45207	FBgn0029870
GB45208	FBgn0029594
GB45209	NA
GB45211	FBgn0010423
GB45212	FBgn0039187
GB45213	FBgn0039184
GB45214	FBgn0026369
GB45215	FBgn0037606
GB45216	FBgn0011481
GB45217	NA
GB45218	FBgn0035056
GB45220	FBgn0032135
GB45221	FBgn0000083
GB45222	NA
GB45223	FBgn0036734
GB45224	NA
GB45225	FBgn0028695
GB45227	FBgn0037185
GB45228	FBgn0263005
GB45229	FBgn0027500
GB45230	FBgn0032244
GB45231	NA
GB45232	NA
GB45233	NA
GB45234	NA
GB45235	FBgn0052206
GB45236	NA
GB45237	NA
GB45238	NA
GB45239	NA
GB45240	NA
GB45241	NA
GB45242	NA
GB45243	NA
GB45244	NA
GB45246	NA
GB45247	NA
GB45248	FBgn0032180
GB45249	NA
GB45250	FBgn0034501
GB45251	FBgn0028375
GB45252	FBgn0036826
GB45253	FBgn0032001
GB45254	FBgn0023536
GB45255	FBgn0000147
GB45256	FBgn0033813
GB45257	FBgn0026316
GB45258	FBgn0001248
GB45259	FBgn0032473
GB45260	NA
GB45261	FBgn0037279
GB45262	NA
GB45263	FBgn0051221
GB45264	FBgn0031639
GB45265	FBgn0033484
GB45266	NA
GB45267	FBgn0027496
GB45269	NA
GB45270	FBgn0010762
GB45271	NA
GB45272	FBgn0001987
GB45273	FBgn0033794
GB45274	NA
GB45275	FBgn0003124
GB45277	FBgn0010549
GB45278	FBgn0010549
GB45279	FBgn0039336
GB45280	FBgn0038683
GB45281	FBgn0002431
GB45282	FBgn0031286
GB45283	FBgn0035094
GB45284	FBgn0027079
GB45285	FBgn0037270
GB45286	FBgn0029176
GB45287	NA
GB45288	FBgn0030584
GB45289	NA
GB45290	NA
GB45291	NA
GB45292	FBgn0000535
GB45293	NA
GB45294	FBgn0029977
GB45295	FBgn0031609
GB45296	FBgn0029878
GB45297	NA
GB45298	NA
GB45299	NA
GB45300	FBgn0031872
GB45303	FBgn0033761
GB45304	FBgn0038660
GB45305	NA
GB45306	NA
GB45307	FBgn0036300
GB45310	NA
GB45311	NA
GB45312	NA
GB45313	FBgn0036481
GB45314	NA
GB45315	FBgn0260991
GB45316	FBgn0031255
GB45317	NA
GB45318	FBgn0052499
GB45319	NA
GB45320	NA
GB45321	NA
GB45323	NA
GB45324	FBgn0051482
GB45325	NA
GB45327	NA
GB45329	NA
GB45332	NA
GB45334	FBgn0014026
GB45335	FBgn0250908
GB45336	NA
GB45337	FBgn0033059
GB45338	NA
GB45339	NA
GB45340	FBgn0041607
GB45341	FBgn0001970
GB45342	FBgn0051865
GB45343	FBgn0024689
GB45344	FBgn0031045
GB45345	FBgn0033752
GB45346	NA
GB45348	FBgn0023213
GB45349	FBgn0040011
GB45350	NA
GB45351	FBgn0046706
GB45352	NA
GB45353	NA
GB45354	FBgn0028665
GB45355	FBgn0038953
GB45356	FBgn0036096
GB45357	FBgn0031377
GB45358	FBgn0022943
GB45359	NA
GB45360	FBgn0022213
GB45361	FBgn0032880
GB45362	NA
GB45363	FBgn0032728
GB45364	FBgn0261509
GB45365	FBgn0002778
GB45366	NA
GB45367	FBgn0028992
GB45368	FBgn0003139
GB45369	FBgn0020618
GB45370	FBgn0003278
GB45371	NA
GB45372	FBgn0031821
GB45373	FBgn0001324
GB45374	FBgn0033912
GB45375	FBgn0033672
GB45376	FBgn0015379
GB45377	FBgn0001142
GB45378	FBgn0031850
GB45379	NA
GB45380	NA
GB45381	NA
GB45382	NA
GB45383	NA
GB45384	NA
GB45386	NA
GB45387	NA
GB45388	NA
GB45389	FBgn0038296
GB45390	NA
GB45391	FBgn0000455
GB45392	NA
GB45393	FBgn0029117
GB45394	FBgn0037276
GB45395	FBgn0011606
GB45396	NA
GB45397	FBgn0031820
GB45398	NA
GB45399	FBgn0027108
GB45400	FBgn0027106
GB45401	NA
GB45402	NA
GB45403	FBgn0004646
GB45404	FBgn0004646
GB45405	NA
GB45406	FBgn0085387
GB45408	FBgn0250871
GB45410	NA
GB45411	NA
GB45413	NA
GB45414	FBgn0261239
GB45415	FBgn0027779
GB45416	NA
GB45417	FBgn0041180
GB45418	FBgn0052500
GB45419	FBgn0036990
GB45420	NA
GB45421	FBgn0261793
GB45422	NA
GB45423	FBgn0031896
GB45424	FBgn0051935
GB45425	NA
GB45426	FBgn0034705
GB45427	NA
GB45429	FBgn0263198
GB45430	NA
GB45431	FBgn0014380
GB45432	NA
GB45433	FBgn0262601
GB45434	FBgn0010612
GB45435	FBgn0261882
GB45436	FBgn0261983
GB45437	FBgn0000964
GB45438	NA
GB45439	NA
GB45440	FBgn0065108
GB45441	FBgn0026192
GB45442	NA
GB45443	FBgn0037469
GB45444	FBgn0037490
GB45445	FBgn0032546
GB45446	FBgn0038901
GB45447	NA
GB45448	NA
GB45449	NA
GB45450	NA
GB45451	FBgn0033273
GB45452	FBgn0000330
GB45453	NA
GB45454	NA
GB45455	NA
GB45456	FBgn0264357
GB45457	FBgn0031598
GB45458	FBgn0261445
GB45459	FBgn0003716
GB45460	NA
GB45462	NA
GB45463	FBgn0052369
GB45464	NA
GB45466	NA
GB45467	NA
GB45468	NA
GB45469	NA
GB45471	NA
GB45472	NA
GB45473	NA
GB45474	FBgn0035582
GB45476	FBgn0031505
GB45477	FBgn0031600
GB45478	FBgn0085498
GB45479	FBgn0036480
GB45481	NA
GB45482	NA
GB45485	NA
GB45486	FBgn0028704
GB45487	NA
GB45488	NA
GB45490	FBgn0002638
GB45491	FBgn0034008
GB45492	FBgn0020272
GB45493	FBgn0034558
GB45494	NA
GB45495	FBgn0001233
GB45496	NA
GB45497	FBgn0050296
GB45498	NA
GB45499	FBgn0017448
GB45500	NA
GB45501	FBgn0004102
GB45502	NA
GB45503	FBgn0004839
GB45504	FBgn0024983
GB45505	FBgn0032429
GB45506	NA
GB45507	FBgn0032863
GB45508	NA
GB45509	FBgn0004009
GB45510	FBgn0004009
GB45511	FBgn0031903
GB45512	FBgn0002938
GB45513	NA
GB45514	FBgn0031344
GB45515	FBgn0032428
GB45516	NA
GB45517	FBgn0259174
GB45518	FBgn0011259
GB45519	FBgn0052580
GB45521	NA
GB45523	FBgn0027360
GB45524	NA
GB45525	NA
GB45526	FBgn0034915
GB45527	FBgn0000077
GB45528	FBgn0034537
GB45529	NA
GB45530	FBgn0032683
GB45532	FBgn0002573
GB45534	FBgn0035892
GB45535	FBgn0039790
GB45536	FBgn0051320
GB45537	FBgn0036921
GB45538	FBgn0032820
GB45539	NA
GB45540	FBgn0000097
GB45541	NA
GB45542	FBgn0010240
GB45543	FBgn0030850
GB45544	FBgn0002021
GB45545	FBgn0032511
GB45546	FBgn0029914
GB45547	FBgn0030941
GB45548	FBgn0030707
GB45549	FBgn0010438
GB45550	NA
GB45551	FBgn0011710
GB45552	NA
GB45553	NA
GB45554	NA
GB45555	FBgn0027548
GB45557	FBgn0015929
GB45558	FBgn0010333
GB45559	NA
GB45560	FBgn0035839
GB45561	FBgn0085377
GB45562	FBgn0013954
GB45563	NA
GB45564	NA
GB45565	FBgn0030773
GB45566	FBgn0086784
GB45567	FBgn0029661
GB45568	FBgn0039663
GB45569	FBgn0000181
GB45572	NA
GB45573	NA
GB45579	NA
GB45581	FBgn0262123
GB45582	FBgn0028560
GB45583	FBgn0036301
GB45584	NA
GB45586	NA
GB45592	NA
GB45593	FBgn0033252
GB45594	NA
GB45595	NA
GB45596	FBgn0260960
GB45597	FBgn0022960
GB45599	NA
GB45602	FBgn0004914
GB45603	NA
GB45607	NA
GB45608	NA
GB45609	FBgn0033079
GB45610	FBgn0036499
GB45611	NA
GB45612	FBgn0004368
GB45613	FBgn0030954
GB45614	FBgn0259144
GB45615	FBgn0259144
GB45616	NA
GB45617	NA
GB45618	FBgn0263601
GB45619	NA
GB45621	NA
GB45622	NA
GB45623	FBgn0000709
GB45624	FBgn0024558
GB45625	NA
GB45626	NA
GB45627	NA
GB45628	FBgn0032793
GB45629	FBgn0031228
GB45630	NA
GB45632	FBgn0033748
GB45633	FBgn0035865
GB45634	FBgn0033783
GB45635	FBgn0035122
GB45636	FBgn0037882
GB45637	FBgn0033400
GB45638	FBgn0030141
GB45639	NA
GB45640	FBgn0263278
GB45641	NA
GB45642	NA
GB45644	NA
GB45645	NA
GB45646	FBgn0034859
GB45648	FBgn0013983
GB45649	FBgn0038524
GB45650	NA
GB45651	FBgn0003388
GB45652	NA
GB45653	FBgn0032732
GB45654	FBgn0025837
GB45655	FBgn0004837
GB45656	FBgn0011241
GB45657	FBgn0010341
GB45658	FBgn0000179
GB45659	NA
GB45660	FBgn0000618
GB45661	FBgn0032725
GB45662	FBgn0032258
GB45663	FBgn0035113
GB45664	FBgn0037304
GB45665	FBgn0031519
GB45666	FBgn0038306
GB45667	FBgn0045073
GB45668	NA
GB45669	NA
GB45670	FBgn0039402
GB45671	NA
GB45673	FBgn0032192
GB45674	FBgn0259791
GB45675	NA
GB45676	NA
GB45677	NA
GB45678	FBgn0033226
GB45679	NA
GB45680	NA
GB45681	NA
GB45682	NA
GB45683	FBgn0038597
GB45684	FBgn0003475
GB45685	FBgn0003475
GB45686	FBgn0015799
GB45687	NA
GB45688	NA
GB45689	FBgn0038760
GB45690	FBgn0000052
GB45691	FBgn0259146
GB45692	FBgn0259146
GB45693	FBgn0026015
GB45694	FBgn0003255
GB45695	FBgn0000376
GB45696	NA
GB45697	NA
GB45698	FBgn0036804
GB45699	FBgn0043455
GB45700	FBgn0000533
GB45701	NA
GB45702	FBgn0031713
GB45703	FBgn0035039
GB45704	FBgn0053229
GB45705	NA
GB45706	NA
GB45707	NA
GB45708	FBgn0031975
GB45709	FBgn0029822
GB45710	NA
GB45711	NA
GB45712	FBgn0031708
GB45713	NA
GB45714	FBgn0031975
GB45715	FBgn0011747
GB45716	FBgn0032246
GB45717	FBgn0000317
GB45718	NA
GB45719	FBgn0002887
GB45720	FBgn0004066
GB45721	NA
GB45722	FBgn0015618
GB45723	NA
GB45724	FBgn0053556
GB45725	NA
GB45726	FBgn0037614
GB45727	FBgn0022338
GB45728	FBgn0034172
GB45730	FBgn0002590
GB45731	FBgn0047038
GB45732	NA
GB45733	FBgn0030268
GB45734	FBgn0032048
GB45735	FBgn0038912
GB45736	FBgn0016693
GB45737	FBgn0030142
GB45738	FBgn0031497
GB45739	FBgn0037709
GB45740	FBgn0037892
GB45741	NA
GB45742	FBgn0062440
GB45743	FBgn0035473
GB45744	NA
GB45746	FBgn0000473
GB45748	FBgn0000473
GB45749	NA
GB45750	NA
GB45751	NA
GB45752	FBgn0000173
GB45753	NA
GB45754	NA
GB45755	FBgn0032723
GB45756	NA
GB45757	FBgn0003896
GB45758	FBgn0027560
GB45759	FBgn0010323
GB45760	FBgn0034401
GB45761	FBgn0015019
GB45762	NA
GB45763	NA
GB45764	FBgn0003721
GB45765	NA
GB45766	NA
GB45767	NA
GB45768	NA
GB45769	NA
GB45770	NA
GB45771	NA
GB45772	NA
GB45773	NA
GB45774	FBgn0263218
GB45775	FBgn0031976
GB45776	NA
GB45777	FBgn0033836
GB45778	NA
GB45782	NA
GB45783	NA
GB45784	NA
GB45785	NA
GB45786	NA
GB45787	NA
GB45788	FBgn0004573
GB45791	NA
GB45793	NA
GB45794	FBgn0038569
GB45795	FBgn0026313
GB45796	NA
GB45797	NA
GB45806	FBgn0038053
GB45807	NA
GB45808	NA
GB45809	FBgn0036017
GB45810	FBgn0010114
GB45811	NA
GB45812	FBgn0024277
GB45813	NA
GB45814	FBgn0032635
GB45815	FBgn0085385
GB45816	NA
GB45817	NA
GB45818	FBgn0003116
GB45819	NA
GB45820	FBgn0032222
GB45821	FBgn0035420
GB45822	FBgn0036827
GB45823	FBgn0033688
GB45824	FBgn0023129
GB45825	FBgn0036754
GB45826	NA
GB45827	FBgn0036317
GB45828	NA
GB45829	FBgn0027605
GB45830	FBgn0004379
GB45831	FBgn0052528
GB45832	NA
GB45833	FBgn0036628
GB45834	NA
GB45836	NA
GB45837	FBgn0027549
GB45838	NA
GB45839	NA
GB45840	NA
GB45841	FBgn0025679
GB45842	FBgn0025679
GB45843	FBgn0031455
GB45844	FBgn0031454
GB45845	NA
GB45846	NA
GB45847	NA
GB45848	NA
GB45849	NA
GB45850	FBgn0035636
GB45851	FBgn0030805
GB45852	FBgn0050021
GB45853	NA
GB45854	FBgn0031628
GB45855	FBgn0035726
GB45856	FBgn0030109
GB45857	NA
GB45858	FBgn0053639
GB45859	FBgn0030897
GB45860	NA
GB45861	NA
GB45862	FBgn0032154
GB45863	FBgn0051915
GB45864	FBgn0262716
GB45865	FBgn0036008
GB45866	FBgn0035374
GB45867	FBgn0029958
GB45868	FBgn0041171
GB45869	NA
GB45870	NA
GB45871	FBgn0001189
GB45872	FBgn0031191
GB45873	FBgn0028467
GB45874	NA
GB45875	FBgn0023000
GB45876	FBgn0015806
GB45877	FBgn0031768
GB45878	FBgn0031238
GB45879	FBgn0042641
GB45880	FBgn0052174
GB45881	FBgn0259166
GB45882	FBgn0003326
GB45883	FBgn0034527
GB45884	FBgn0086367
GB45885	NA
GB45886	FBgn0030552
GB45887	FBgn0030360
GB45892	NA
GB45896	NA
GB45897	NA
GB45898	NA
GB45899	NA
GB45901	NA
GB45902	NA
GB45903	NA
GB45904	NA
GB45905	FBgn0027287
GB45906	FBgn0011296
GB45907	FBgn0011296
GB45908	FBgn0036198
GB45909	FBgn0011296
GB45910	FBgn0011296
GB45911	FBgn0011296
GB45912	FBgn0011296
GB45913	FBgn0011296
GB45918	NA
GB45919	FBgn0035647
GB45921	NA
GB45923	FBgn0003654
GB45924	FBgn0039066
GB45925	FBgn0000028
GB45926	FBgn0261065
GB45927	FBgn0014135
GB45928	NA
GB45929	FBgn0038735
GB45931	NA
GB45932	NA
GB45933	FBgn0037018
GB45934	FBgn0031285
GB45935	FBgn0021953
GB45937	FBgn0013765
GB45938	FBgn0000075
GB45939	NA
GB45940	NA
GB45941	NA
GB45942	NA
GB45943	NA
GB45944	FBgn0014009
GB45945	NA
GB45946	FBgn0034000
GB45947	FBgn0024841
GB45948	FBgn0035901
GB45949	NA
GB45950	FBgn0034479
GB45951	FBgn0000406
GB45952	NA
GB45953	NA
GB45954	NA
GB45955	FBgn0001089
GB45956	FBgn0039112
GB45957	FBgn0033867
GB45958	NA
GB45960	NA
GB45961	FBgn0031674
GB45962	NA
GB45964	NA
GB45965	NA
GB45966	NA
GB45967	NA
GB45968	FBgn0000299
GB45969	FBgn0030558
GB45970	NA
GB45971	NA
GB45972	FBgn0015609
GB45973	FBgn0000422
GB45974	NA
GB45975	FBgn0002023
GB45976	FBgn0086757
GB45977	FBgn0085342
GB45978	FBgn0024432
GB45979	NA
GB45981	NA
GB45982	FBgn0002905
GB45983	NA
GB45984	NA
GB45985	FBgn0041150
GB45986	FBgn0010435
GB45987	NA
GB45988	FBgn0031725
GB45990	NA
GB45991	NA
GB45992	NA
GB45995	NA
GB45996	NA
GB45997	NA
GB45998	NA
GB45999	NA
GB46000	FBgn0033373
GB46001	FBgn0038000
GB46002	NA
GB46004	NA
GB46005	FBgn0038454
GB46006	FBgn0037687
GB46007	NA
GB46008	FBgn0035529
GB46009	NA
GB46010	NA
GB46011	FBgn0001099
GB46012	FBgn0026430
GB46013	FBgn0003499
GB46014	FBgn0035872
GB46015	FBgn0033524
GB46016	FBgn0034060
GB46017	FBgn0052112
GB46018	NA
GB46019	FBgn0261618
GB46020	NA
GB46022	FBgn0037574
GB46023	NA
GB46024	NA
GB46025	NA
GB46026	FBgn0032397
GB46027	FBgn0051849
GB46028	NA
GB46029	NA
GB46030	FBgn0033558
GB46031	FBgn0028667
GB46032	NA
GB46034	FBgn0036341
GB46035	FBgn0010488
GB46036	FBgn0033557
GB46037	NA
GB46038	FBgn0036128
GB46039	FBgn0003884
GB46040	FBgn0032477
GB46041	NA
GB46042	FBgn0031304
GB46043	FBgn0031676
GB46044	NA
GB46045	NA
GB46046	FBgn0259818
GB46047	NA
GB46048	NA
GB46050	FBgn0015721
GB46051	FBgn0260464
GB46052	FBgn0028833
GB46053	NA
GB46054	NA
GB46055	NA
GB46056	FBgn0032209
GB46057	NA
GB46058	NA
GB46059	FBgn0037569
GB46060	FBgn0038607
GB46061	FBgn0260456
GB46062	FBgn0033524
GB46064	FBgn0052580
GB46065	FBgn0086679
GB46066	FBgn0015268
GB46067	FBgn0031099
GB46068	FBgn0060296
GB46069	FBgn0036892
GB46070	FBgn0019890
GB46071	FBgn0031057
GB46073	FBgn0031053
GB46074	FBgn0036641
GB46076	FBgn0052647
GB46077	NA
GB46078	NA
GB46079	NA
GB46080	NA
GB46081	NA
GB46082	NA
GB46083	NA
GB46084	NA
GB46086	NA
GB46087	NA
GB46088	NA
GB46089	NA
GB46090	NA
GB46091	FBgn0011260
GB46095	FBgn0025373
GB46096	FBgn0025373
GB46100	NA
GB46101	NA
GB46102	FBgn0000346
GB46103	NA
GB46105	NA
GB46106	NA
GB46112	FBgn0260985
GB46113	FBgn0053143
GB46114	FBgn0052138
GB46115	FBgn0036487
GB46116	NA
GB46117	NA
GB46118	FBgn0032876
GB46119	FBgn0015776
GB46120	FBgn0001124
GB46121	FBgn0036136
GB46122	FBgn0025807
GB46123	FBgn0033690
GB46124	FBgn0261387
GB46125	NA
GB46126	NA
GB46127	NA
GB46128	NA
GB46129	FBgn0263873
GB46130	FBgn0263873
GB46131	FBgn0030468
GB46132	FBgn0038268
GB46133	NA
GB46134	NA
GB46139	NA
GB46140	FBgn0259685
GB46141	FBgn0031310
GB46142	FBgn0026144
GB46143	FBgn0025684
GB46144	FBgn0032748
GB46145	FBgn0015776
GB46146	FBgn0015776
GB46147	FBgn0030956
GB46148	FBgn0000384
GB46149	NA
GB46150	NA
GB46151	NA
GB46152	NA
GB46153	FBgn0036926
GB46155	NA
GB46156	FBgn0002931
GB46157	FBgn0259167
GB46159	NA
GB46160	NA
GB46164	FBgn0005592
GB46165	FBgn0005592
GB46166	NA
GB46167	FBgn0002283
GB46168	NA
GB46169	FBgn0035388
GB46170	FBgn0035896
GB46171	NA
GB46172	NA
GB46173	FBgn0034095
GB46174	NA
GB46175	NA
GB46177	FBgn0034093
GB46178	FBgn0053969
GB46179	FBgn0026090
GB46180	FBgn0039357
GB46181	NA
GB46182	NA
GB46183	FBgn0041627
GB46184	NA
GB46185	NA
GB46186	FBgn0020258
GB46187	NA
GB46188	FBgn0085425
GB46189	FBgn0038672
GB46190	FBgn0038196
GB46191	NA
GB46192	NA
GB46193	NA
GB46194	NA
GB46196	FBgn0051716
GB46198	NA
GB46199	NA
GB46200	NA
GB46201	FBgn0036843
GB46202	FBgn0030945
GB46203	FBgn0037627
GB46204	FBgn0037780
GB46205	FBgn0051716
GB46206	FBgn0015270
GB46208	NA
GB46209	FBgn0264493
GB46210	FBgn0037981
GB46211	FBgn0032979
GB46212	NA
GB46213	FBgn0041186
GB46214	FBgn0011270
GB46215	NA
GB46216	FBgn0027564
GB46217	FBgn0024957
GB46218	FBgn0034094
GB46219	FBgn0034096
GB46220	NA
GB46221	FBgn0259167
GB46222	NA
GB46223	NA
GB46224	NA
GB46225	NA
GB46226	NA
GB46227	NA
GB46228	NA
GB46229	NA
GB46230	NA
GB46231	FBgn0038810
GB46232	NA
GB46235	FBgn0030360
GB46240	FBgn0035710
GB46241	FBgn0031690
GB46242	FBgn0029903
GB46243	FBgn0034750
GB46244	NA
GB46245	FBgn0039459
GB46246	NA
GB46247	FBgn0022023
GB46248	FBgn0040475
