GB	Taxa
GB45794	Insecta
GB45795	Insecta
GB45806	Insecta
GB45807	NA
GB45809	Insecta
GB45810	Insecta
GB45811	Insecta
GB45812	Insecta
GB45813	Insecta
GB45814	Insecta
GB45815	Insecta
GB45817	Hymenoptera
GB45818	Insecta
GB45819	Hymenoptera
GB45820	Insecta
GB45821	Insecta
GB45822	Insecta
GB45823	Insecta
GB45824	Insecta
GB45825	Insecta
GB45826	Insecta
GB45827	Insecta
GB45828	Insecta
GB45829	Insecta
GB45830	Insecta
GB45831	Insecta
GB45832	Hymenoptera
GB45833	Insecta
GB45834	Hymenoptera
GB45836	Insecta
GB45837	Insecta
GB45838	Apoidea
GB45839	Hymenoptera
GB45840	NA
GB45841	Insecta
GB45842	Insecta
GB45843	Insecta
GB45844	Insecta
GB45845	NA
GB45846	NA
GB45847	Hymenoptera
GB45848	Insecta
GB45850	Insecta
GB45851	Insecta
GB45852	Insecta
GB45853	Hymenoptera
GB45854	Insecta
GB45855	Insecta
GB45856	Insecta
GB45857	NA
GB45859	Insecta
GB45860	Insecta
GB45861	Apoidea
GB45862	Insecta
GB45863	Insecta
GB45864	Insecta
GB45865	Insecta
GB45866	Insecta
GB45867	Insecta
GB45868	Insecta
GB45869	Hymenoptera
GB45870	Hymenoptera
GB45871	Insecta
GB45872	Insecta
GB45873	Insecta
GB45874	Hymenoptera
GB45875	Insecta
GB45876	Insecta
GB45877	Insecta
GB45878	Insecta
GB45879	Insecta
GB45880	Insecta
GB45881	Insecta
GB45882	Insecta
GB45883	Insecta
GB45884	Insecta
GB45885	Apoidea
GB45886	Insecta
GB45887	Insecta
GB45896	NA
GB45897	NA
GB45898	NA
GB45899	NA
GB45902	Insecta
GB45905	Insecta
GB45906	Insecta
GB45907	Insecta
GB45908	Insecta
GB45909	Insecta
GB45910	Insecta
GB45912	Insecta
GB45913	Insecta
GB45918	Apis
GB45919	Insecta
GB45923	Insecta
GB45924	Insecta
GB45925	Insecta
GB45926	Insecta
GB45927	Insecta
GB45928	NA
GB45929	Insecta
GB45932	Hymenoptera
GB45933	Insecta
GB45934	Insecta
GB45935	Insecta
GB45937	Insecta
GB45938	Insecta
GB45939	Insecta
GB45940	Hymenoptera
GB45941	Hymenoptera
GB45942	NA
GB45943	Hymenoptera
GB45944	Insecta
GB45945	Insecta
GB45946	Insecta
GB45947	Insecta
GB45948	Insecta
GB45949	Insecta
GB45950	Insecta
GB45951	Insecta
GB45952	Insecta
GB45953	NA
GB45954	Apoidea
GB45955	Insecta
GB45956	Insecta
GB45957	Insecta
GB45958	Insecta
GB45961	Insecta
GB45962	NA
GB45967	Insecta
GB45968	Insecta
GB45969	Insecta
GB45970	Insecta
GB45971	Insecta
GB45972	Insecta
GB45973	Insecta
GB45974	Hymenoptera
GB45975	Insecta
GB45976	Insecta
GB45977	Insecta
GB45978	Insecta
GB45979	NA
GB45981	NA
GB45982	Insecta
GB45983	Hymenoptera
GB45984	NA
GB45986	Insecta
GB45988	Insecta
GB45991	NA
GB45992	NA
GB45995	NA
GB45996	NA
GB45998	Apoidea
GB45999	Insecta
GB46000	Insecta
GB46001	Insecta
GB46002	NA
GB46004	Apoidea
GB46005	Insecta
GB46006	Insecta
GB46007	Insecta
GB46008	Insecta
GB46011	Insecta
GB46012	Insecta
GB46013	Insecta
GB46014	Insecta
GB46015	Insecta
GB46016	Insecta
GB46017	Insecta
GB46018	Hymenoptera
GB46019	Insecta
GB46022	Insecta
GB46023	Hymenoptera
GB46024	Insecta
GB46026	Insecta
GB46027	Insecta
GB46028	Insecta
GB46029	Hymenoptera
GB46030	Insecta
GB46031	Insecta
GB46032	NA
GB46034	Insecta
GB46035	Insecta
GB46036	Insecta
GB46038	Insecta
GB46039	Insecta
GB46040	Insecta
GB46041	Hymenoptera
GB46042	Insecta
GB46043	Insecta
GB46044	Hymenoptera
GB46045	Hymenoptera
GB46046	Insecta
GB46047	Hymenoptera
GB46048	Insecta
GB46050	Insecta
GB46051	Insecta
GB46052	Insecta
GB46053	Insecta
GB46054	Insecta
GB46055	NA
GB46056	Insecta
GB46057	Insecta
GB46059	Insecta
GB46060	Insecta
GB46061	Insecta
GB46062	Insecta
GB46064	Insecta
GB46065	Insecta
GB46066	Insecta
GB46067	Insecta
GB46068	Insecta
GB46069	Insecta
GB46070	Insecta
GB46071	Insecta
GB46073	Insecta
GB46074	Insecta
GB46076	Insecta
GB46077	Hymenoptera
GB46080	NA
GB46081	NA
GB46082	NA
GB46084	Apis
GB46086	Hymenoptera
GB46087	Hymenoptera
GB46088	NA
GB46089	NA
GB46091	Insecta
GB46095	Insecta
GB46096	Insecta
GB46100	Hymenoptera
GB46101	NA
GB46102	Insecta
GB46103	Apoidea
GB46112	Insecta
GB46113	Insecta
GB46114	Insecta
GB46115	Insecta
GB46118	Insecta
GB46119	Insecta
GB46120	Insecta
GB46121	Insecta
GB46122	Insecta
GB46123	Insecta
GB46124	Insecta
GB46126	Hymenoptera
GB46127	Hymenoptera
GB46128	Insecta
GB46129	Insecta
GB46130	Insecta
GB46131	Insecta
GB46132	Insecta
GB46133	NA
GB46134	NA
GB46139	NA
GB46140	Insecta
GB46141	Insecta
GB46142	Insecta
GB46143	Insecta
GB46144	Insecta
GB46145	Insecta
GB46146	Insecta
GB46147	Insecta
GB46148	Insecta
GB46149	Hymenoptera
GB46150	Hymenoptera
GB46151	Insecta
GB46156	Insecta
GB46160	NA
GB46164	Insecta
GB46165	Insecta
GB46167	Insecta
GB46168	NA
GB46169	Insecta
GB46170	Insecta
GB46171	NA
GB46172	Hymenoptera
GB46173	Insecta
GB46174	Hymenoptera
GB46175	NA
GB46177	Insecta
GB46178	Insecta
GB46179	Insecta
GB46180	Insecta
GB46182	Hymenoptera
GB46183	Insecta
GB46184	Insecta
GB46185	NA
GB46186	Insecta
GB46187	Insecta
GB46188	Insecta
GB46189	Insecta
GB46191	Hymenoptera
GB46192	NA
GB46193	NA
GB46194	Hymenoptera
GB46196	Insecta
GB46200	NA
GB46201	Insecta
GB46202	Insecta
GB46203	Insecta
GB46204	Insecta
GB46206	Insecta
GB46209	Insecta
GB46210	Insecta
GB46211	Insecta
GB46212	Insecta
GB46213	Insecta
GB46214	Insecta
GB46215	Insecta
GB46216	Insecta
GB46217	Insecta
GB46218	Insecta
GB46219	Insecta
GB46222	Insecta
GB46223	Insecta
GB46224	Insecta
GB46225	Insecta
GB46227	Insecta
GB46229	Insecta
GB46230	Insecta
GB46231	Insecta
GB46240	Insecta
GB46242	Insecta
GB46243	Insecta
GB46244	NA
GB46245	Insecta
GB46246	Insecta
GB46247	Insecta
GB46248	Insecta
GB46249	Insecta
GB46251	Insecta
GB46252	Apis
GB46253	Insecta
GB46254	Insecta
GB46255	Insecta
GB46257	Insecta
GB46258	NA
GB46259	Insecta
GB46260	Hymenoptera
GB46261	NA
GB46262	Insecta
GB46263	Insecta
GB46264	NA
GB46265	Insecta
GB46266	Insecta
GB46267	Insecta
GB46268	Insecta
GB46270	Insecta
GB46271	Insecta
GB46272	Insecta
GB46273	Insecta
GB46274	Insecta
GB46275	Insecta
GB46276	Insecta
GB46277	Insecta
GB46282	Insecta
GB46284	NA
GB46285	Insecta
GB46286	Insecta
GB46287	Insecta
GB46288	Apoidea
GB46289	Insecta
GB46290	Insecta
GB46291	Insecta
GB46296	Insecta
GB46297	Insecta
GB46298	Insecta
GB46299	Insecta
GB46300	Insecta
GB46301	NA
GB46302	Insecta
GB46304	Insecta
GB46305	Insecta
GB46306	Insecta
GB46307	Insecta
GB46308	Insecta
GB46309	Insecta
GB46310	Insecta
GB46311	Insecta
GB46313	Insecta
GB46315	NA
GB46320	Insecta
GB46321	Insecta
GB46322	Insecta
GB46324	Apis
GB46325	Insecta
GB46327	Hymenoptera
GB46328	NA
GB46329	NA
GB46330	Insecta
GB46332	Insecta
GB46333	Insecta
GB46334	Insecta
GB46335	Insecta
GB46336	NA
GB46337	Insecta
GB46338	Insecta
GB46339	Insecta
GB46342	Insecta
GB46346	NA
GB46348	NA
GB46350	NA
GB46353	Apis
GB46360	Insecta
GB46361	Hymenoptera
GB46362	Insecta
GB46363	Insecta
GB46365	Hymenoptera
GB46366	Insecta
GB46367	Hymenoptera
GB46368	Insecta
GB46369	Insecta
GB46370	NA
GB46371	Insecta
GB46372	NA
GB46373	Insecta
GB46374	NA
GB46375	Insecta
GB46376	Insecta
GB46377	Insecta
GB46378	Insecta
GB46381	NA
GB46383	NA
GB46385	Apoidea
GB46386	Hymenoptera
GB46387	Insecta
GB46388	Insecta
GB46389	NA
GB46391	NA
GB46394	Apis
GB46395	Insecta
GB46397	NA
GB46398	Insecta
GB46399	Hymenoptera
GB46403	Apis
GB46404	Insecta
GB46408	Insecta
GB46409	Insecta
GB46410	Hymenoptera
GB46412	Hymenoptera
GB46413	Hymenoptera
GB46414	Hymenoptera
GB46415	NA
GB46416	NA
GB46417	Hymenoptera
GB46418	NA
GB46419	Insecta
GB46420	Insecta
GB46421	Apoidea
GB46422	Insecta
GB46423	Insecta
GB46425	Insecta
GB46426	Insecta
GB46427	Hymenoptera
GB46428	NA
GB46429	Insecta
GB46430	Insecta
GB46431	Insecta
GB46433	NA
GB46434	NA
GB46435	NA
GB46436	Insecta
GB46437	Insecta
GB46438	Apoidea
GB46439	Hymenoptera
GB46440	Insecta
GB46441	Insecta
GB46443	Insecta
GB46444	Insecta
GB46447	Insecta
GB46448	Insecta
GB46449	Insecta
GB46450	Insecta
GB46452	Insecta
GB46453	Insecta
GB46455	NA
GB46456	NA
GB46457	Insecta
GB46458	Hymenoptera
GB46459	Insecta
GB46460	Insecta
GB46461	Insecta
GB46462	Insecta
GB46464	Insecta
GB46465	Insecta
GB46466	Insecta
GB46467	Insecta
GB46468	NA
GB46469	Insecta
GB46470	Insecta
GB46471	Insecta
GB46472	Hymenoptera
GB46474	Apis
GB46475	Insecta
GB46476	Insecta
GB46477	Insecta
GB46478	Insecta
GB46479	Insecta
GB46480	Hymenoptera
GB46481	Insecta
GB46482	NA
GB46484	NA
GB46485	NA
GB46487	Insecta
GB46489	Insecta
GB46490	Insecta
GB46492	Insecta
GB46493	Insecta
GB46494	Insecta
GB46495	Insecta
GB46496	Insecta
GB46498	NA
GB46500	Insecta
GB46501	Insecta
GB46502	Insecta
GB46503	Insecta
GB46504	Hymenoptera
GB46505	Insecta
GB46506	NA
GB46507	Insecta
GB46508	Insecta
GB46509	Insecta
GB46510	Insecta
GB46511	Insecta
GB46512	Insecta
GB46513	Insecta
GB46514	NA
GB46515	Hymenoptera
GB46516	Insecta
GB46517	Insecta
GB46518	Apis
GB46519	NA
GB46520	Insecta
GB46521	Insecta
GB46523	Insecta
GB46524	Hymenoptera
GB46525	NA
GB46526	Insecta
GB46527	Apis
GB46528	Insecta
GB46529	NA
GB46530	NA
GB46531	NA
GB46532	Insecta
GB46533	Insecta
GB46534	Insecta
GB46535	Insecta
GB46536	Insecta
GB46537	Insecta
GB46538	NA
GB46539	Insecta
GB46540	Insecta
GB46541	Insecta
GB46542	Insecta
GB46543	Insecta
GB46544	Insecta
GB46545	NA
GB46546	NA
GB46547	Insecta
GB46548	NA
GB46560	NA
GB46562	Insecta
GB46563	Hymenoptera
GB46564	Insecta
GB46565	Insecta
GB46567	Insecta
GB46568	Apoidea
GB46569	Insecta
GB46570	Hymenoptera
GB46576	Insecta
GB46577	Insecta
GB46579	Insecta
GB46580	Insecta
GB46581	Insecta
GB46583	Insecta
GB46584	NA
GB46585	Hymenoptera
GB46586	Insecta
GB46587	Insecta
GB46588	NA
GB46589	Insecta
GB46590	Hymenoptera
GB46591	Apoidea
GB46592	Hymenoptera
GB46593	Insecta
GB46594	Insecta
GB46595	Insecta
GB46596	Insecta
GB46597	Insecta
GB46598	Insecta
GB46599	Insecta
GB46601	Insecta
GB46602	Insecta
GB46603	Insecta
GB46604	Insecta
GB46605	Insecta
GB46606	Insecta
GB46609	Insecta
GB46610	Insecta
GB46612	Insecta
GB46613	Insecta
GB46614	Insecta
GB46615	Insecta
GB46616	Insecta
GB46617	Insecta
GB46618	Insecta
GB46619	Insecta
GB46620	Insecta
GB46621	Insecta
GB46623	Hymenoptera
GB46625	Hymenoptera
GB46626	Insecta
GB46627	Insecta
GB46628	Insecta
GB46629	Hymenoptera
GB46630	Insecta
GB46631	NA
GB46633	NA
GB46634	Hymenoptera
GB46635	Insecta
GB46636	Insecta
GB46637	Apis
GB46638	Insecta
GB46639	Insecta
GB46640	Hymenoptera
GB46641	Insecta
GB46642	Insecta
GB46643	Insecta
GB46644	Insecta
GB46645	Insecta
GB46646	Insecta
GB46647	Hymenoptera
GB46648	NA
GB46650	Insecta
GB46651	Hymenoptera
GB46652	Insecta
GB46653	Insecta
GB46654	Insecta
GB46655	Insecta
GB46656	Insecta
GB46657	Insecta
GB46661	Insecta
GB46662	NA
GB46663	Insecta
GB46666	NA
GB46667	NA
GB46668	Hymenoptera
GB46669	NA
GB46671	NA
GB46672	Insecta
GB46673	Insecta
GB46674	Insecta
GB46675	NA
GB46676	NA
GB46677	Insecta
GB46678	Insecta
GB46679	Apoidea
GB46681	Insecta
GB46682	Insecta
GB46684	Insecta
GB46685	NA
GB46686	Insecta
GB46687	Insecta
GB46688	Insecta
GB46689	Insecta
GB46691	Insecta
GB46692	Insecta
GB46693	Insecta
GB46694	Insecta
GB46695	Hymenoptera
GB46696	Insecta
GB46697	Insecta
GB46698	Hymenoptera
GB46699	Hymenoptera
GB46700	Insecta
GB46701	Insecta
GB46702	Insecta
GB46703	Insecta
GB46705	Insecta
GB46706	Insecta
GB46707	Insecta
GB46708	Insecta
GB46710	Hymenoptera
GB46713	Insecta
GB46714	Insecta
GB46716	NA
GB46717	NA
GB46720	Insecta
GB46722	NA
GB46723	NA
GB46724	NA
GB46725	Insecta
GB46726	Insecta
GB46727	Insecta
GB46728	Insecta
GB46729	Apoidea
GB46731	Insecta
GB46732	Insecta
GB46734	Insecta
GB46735	Insecta
GB46736	Insecta
GB46737	Insecta
GB46738	NA
GB46739	Insecta
GB46740	Insecta
GB46741	Insecta
GB46742	Insecta
GB46743	Insecta
GB46744	Insecta
GB46745	Insecta
GB46746	Insecta
GB46747	Hymenoptera
GB46748	Insecta
GB46749	Insecta
GB46750	Insecta
GB46751	Insecta
GB46752	Insecta
GB46754	NA
GB46755	NA
GB46756	NA
GB46757	Insecta
GB46758	Hymenoptera
GB46759	Insecta
GB46760	Insecta
GB46761	Insecta
GB46762	Insecta
GB46763	Insecta
GB46764	Insecta
GB46765	Insecta
GB46766	Insecta
GB46767	Insecta
GB46768	Insecta
GB46769	NA
GB46771	Insecta
GB46772	Insecta
GB46773	Insecta
GB46774	Insecta
GB46775	Insecta
GB46776	Insecta
GB46777	Insecta
GB46778	NA
GB46779	NA
GB46780	NA
GB46782	NA
GB46783	NA
GB46784	Insecta
GB46785	Insecta
GB46786	Insecta
GB46787	Insecta
GB46788	Hymenoptera
GB46789	Insecta
GB46790	Insecta
GB46791	Hymenoptera
GB46792	Insecta
GB46793	Insecta
GB46795	Insecta
GB46796	NA
GB46797	Hymenoptera
GB46798	Hymenoptera
GB46800	Insecta
GB46801	Insecta
GB46812	Hymenoptera
GB46813	Insecta
GB46814	Insecta
GB46815	NA
GB46816	Insecta
GB46817	Apoidea
GB46818	Insecta
GB46819	Hymenoptera
GB46832	Insecta
GB46833	Hymenoptera
GB46842	Insecta
GB46844	Insecta
GB46845	Insecta
GB46847	Insecta
GB46849	NA
GB46850	NA
GB46851	NA
GB46852	NA
GB46853	Insecta
GB46854	NA
GB46855	NA
GB46859	NA
GB46860	NA
GB46861	NA
GB46863	NA
GB46865	NA
GB46869	Hymenoptera
GB46870	Insecta
GB46871	NA
GB46872	NA
GB46873	Insecta
GB46874	NA
GB46875	NA
GB46876	Insecta
GB46877	Insecta
GB46878	Insecta
GB46879	Insecta
GB46880	Insecta
GB46881	Insecta
GB46882	Insecta
GB46883	Hymenoptera
GB46886	Insecta
GB46887	Insecta
GB46888	Insecta
GB46889	Insecta
GB46890	Hymenoptera
GB46891	NA
GB46892	Insecta
GB46894	Insecta
GB46895	Insecta
GB46896	Insecta
GB46897	Insecta
GB46898	Insecta
GB46899	Insecta
GB46900	Insecta
GB46903	Insecta
GB46904	Insecta
GB46906	Insecta
GB46907	Insecta
GB46908	Insecta
GB46909	Insecta
GB46910	Insecta
GB46911	Insecta
GB46912	Hymenoptera
GB46914	Insecta
GB46915	Insecta
GB46916	Insecta
GB46917	Insecta
GB46918	Insecta
GB46920	Insecta
GB46921	NA
GB46922	Insecta
GB46925	Insecta
GB46926	Insecta
GB46927	Insecta
GB46928	Insecta
GB46929	Insecta
GB46930	Insecta
GB46931	NA
GB46932	NA
GB46935	NA
GB46936	NA
GB46937	NA
GB46938	NA
GB46939	NA
GB46940	NA
GB46941	NA
GB46942	Hymenoptera
GB46944	Hymenoptera
GB46945	Insecta
GB46946	Hymenoptera
GB46947	NA
GB46948	Hymenoptera
GB46952	Insecta
GB46953	Hymenoptera
GB46954	Hymenoptera
GB46956	Insecta
GB46958	Hymenoptera
GB46959	NA
GB46961	NA
GB46962	Insecta
GB46963	Insecta
GB46964	NA
GB46970	Insecta
GB46971	Insecta
GB46972	Insecta
GB46973	Insecta
GB46974	Insecta
GB46975	NA
GB46976	Insecta
GB46977	Insecta
GB46978	Insecta
GB46980	Insecta
GB46981	Hymenoptera
GB46982	Insecta
GB46983	Insecta
GB46984	Insecta
GB46985	Insecta
GB46986	Insecta
GB46987	Insecta
GB46995	Hymenoptera
GB47002	NA
GB47007	Insecta
GB47008	Insecta
GB47009	Insecta
GB47010	Insecta
GB47011	Insecta
GB47012	Insecta
GB47014	Insecta
GB47016	Insecta
GB47017	Insecta
GB47018	Insecta
GB47019	NA
GB47020	Hymenoptera
GB47021	Hymenoptera
GB47022	Hymenoptera
GB47023	Apoidea
GB47026	Insecta
GB47028	Insecta
GB47029	Insecta
GB47030	Insecta
GB47031	NA
GB47032	NA
GB47033	Apoidea
GB47034	Insecta
GB47035	Hymenoptera
GB47036	Insecta
GB47037	Apis
GB47039	Insecta
GB47040	Apoidea
GB47041	Insecta
GB47042	Hymenoptera
GB47043	Insecta
GB47044	NA
GB47045	Insecta
GB47046	Insecta
GB47047	Insecta
GB47048	Apoidea
GB47049	Hymenoptera
GB47051	Hymenoptera
GB47052	Insecta
GB47053	NA
GB47054	Insecta
GB47055	Insecta
GB47057	Insecta
GB47059	Insecta
GB47060	Insecta
GB47061	Insecta
GB47064	Insecta
GB47065	Insecta
GB47073	Insecta
GB47075	Insecta
GB47076	Insecta
GB47077	NA
GB47078	NA
GB47079	Insecta
GB47081	Insecta
GB47082	Insecta
GB47084	NA
GB47086	Insecta
GB47088	NA
GB47089	Insecta
GB47090	NA
GB47091	Insecta
GB47092	Insecta
GB47093	Insecta
GB47094	NA
GB47095	Insecta
GB47096	Hymenoptera
GB47097	Insecta
GB47098	Insecta
GB47099	Insecta
GB47100	Insecta
GB47101	NA
GB47102	Insecta
GB47103	Insecta
GB47104	Insecta
GB47105	Insecta
GB47106	Insecta
GB47107	Insecta
GB47108	Insecta
GB47109	Insecta
GB47110	Insecta
GB47111	Insecta
GB47112	Insecta
GB47113	Insecta
GB47114	Insecta
GB47115	NA
GB47116	Hymenoptera
GB47118	Insecta
GB47119	Insecta
GB47120	Insecta
GB47121	Insecta
GB47122	Hymenoptera
GB47123	Hymenoptera
GB47134	Insecta
GB47136	Insecta
GB47137	Insecta
GB47138	Insecta
GB47139	Insecta
GB47140	Insecta
GB47141	Insecta
GB47142	Insecta
GB47143	Hymenoptera
GB47146	Insecta
GB47147	NA
GB47148	Insecta
GB47151	Insecta
GB47153	Insecta
GB47159	Insecta
GB47160	Insecta
GB47161	Insecta
GB47162	Insecta
GB47176	Insecta
GB47177	Hymenoptera
GB47178	Insecta
GB47179	Insecta
GB47180	Insecta
GB47181	Insecta
GB47182	Insecta
GB47184	Insecta
GB47186	Insecta
GB47187	Hymenoptera
GB47188	Insecta
GB47189	Insecta
GB47190	Insecta
GB47191	Hymenoptera
GB47192	Insecta
GB47193	Insecta
GB47194	Insecta
GB47195	Insecta
GB47196	NA
GB47199	Insecta
GB47200	Insecta
GB47201	Insecta
GB47202	Insecta
GB47203	Insecta
GB47204	Insecta
GB47205	Apoidea
GB47206	Hymenoptera
GB47207	Insecta
GB47208	Insecta
GB47209	Insecta
GB47210	Insecta
GB47212	Insecta
GB47214	Insecta
GB47215	Hymenoptera
GB47217	Insecta
GB47219	NA
GB47220	Hymenoptera
GB47221	Hymenoptera
GB47222	Hymenoptera
GB47224	Insecta
GB47225	NA
GB47226	Insecta
GB47227	Insecta
GB47229	Insecta
GB47230	Insecta
GB47231	Insecta
GB47232	Insecta
GB47233	Insecta
GB47234	Insecta
GB47235	Insecta
GB47236	Insecta
GB47237	Insecta
GB47238	Insecta
GB47239	Insecta
GB47241	NA
GB47242	Insecta
GB47243	Insecta
GB47244	Insecta
GB47245	NA
GB47247	Insecta
GB47248	Insecta
GB47249	Insecta
GB47250	Insecta
GB47251	NA
GB47253	NA
GB47254	Insecta
GB47255	Hymenoptera
GB47256	NA
GB47257	Insecta
GB47258	Insecta
GB47259	Insecta
GB47260	Insecta
GB47262	NA
GB47263	NA
GB47266	Insecta
GB47268	Insecta
GB47269	Insecta
GB47270	Insecta
GB47271	Insecta
GB47272	Insecta
GB47273	Insecta
GB47274	Insecta
GB47275	NA
GB47277	Insecta
GB47278	Insecta
GB47279	Insecta
GB47280	Insecta
GB47281	Insecta
GB47283	Hymenoptera
GB47284	Insecta
GB47285	Insecta
GB47286	NA
GB47289	NA
GB47290	NA
GB47292	NA
GB47295	Insecta
GB47296	Insecta
GB47297	NA
GB47299	Insecta
GB47300	Insecta
GB47301	Insecta
GB47302	Insecta
GB47303	Insecta
GB47304	Insecta
GB47305	Insecta
GB47306	Insecta
GB47307	Insecta
GB47308	Insecta
GB47309	Insecta
GB47310	Insecta
GB47311	Insecta
GB47313	Insecta
GB47314	Apis
GB47315	Insecta
GB47318	Hymenoptera
GB47319	Insecta
GB47320	Insecta
GB47321	Insecta
GB47322	Hymenoptera
GB47324	Insecta
GB47326	NA
GB47327	Insecta
GB47328	Insecta
GB47329	Insecta
GB47330	Hymenoptera
GB47331	Insecta
GB47332	Insecta
GB47333	Insecta
GB47334	Insecta
GB47335	Insecta
GB47336	Insecta
GB47337	Insecta
GB47338	Insecta
GB47339	Insecta
GB47340	NA
GB47341	Insecta
GB47342	Insecta
GB47343	NA
GB47344	Insecta
GB47345	Insecta
GB47346	Insecta
GB47347	Hymenoptera
GB47348	Insecta
GB47349	Insecta
GB47350	Insecta
GB47351	Insecta
GB47352	Insecta
GB47354	Insecta
GB47359	NA
GB47369	NA
GB47370	Hymenoptera
GB47371	Hymenoptera
GB47372	Insecta
GB47373	Insecta
GB47374	NA
GB47375	Insecta
GB47377	Hymenoptera
GB47378	NA
GB47379	Insecta
GB47380	Insecta
GB47381	NA
GB47383	Insecta
GB47384	NA
GB47385	Insecta
GB47386	NA
GB47387	Insecta
GB47389	Insecta
GB47390	Insecta
GB47391	Insecta
GB47392	Insecta
GB47393	Insecta
GB47394	Insecta
GB47395	Insecta
GB47398	Hymenoptera
GB47399	Insecta
GB47400	Insecta
GB47401	Insecta
GB47402	Hymenoptera
GB47403	NA
GB47404	NA
GB47405	Insecta
GB47406	Insecta
GB47407	Insecta
GB47408	Insecta
GB47409	Insecta
GB47411	Insecta
GB47412	Insecta
GB47413	Insecta
GB47414	Insecta
GB47415	Insecta
GB47417	Insecta
GB47418	Insecta
GB47419	Insecta
GB47420	Insecta
GB47422	Insecta
GB47423	Insecta
GB47424	Hymenoptera
GB47425	Insecta
GB47427	Insecta
GB47428	Insecta
GB47429	Insecta
GB47430	Insecta
GB47431	Insecta
GB47432	Insecta
GB47433	Insecta
GB47434	Insecta
GB47435	Insecta
GB47436	Insecta
GB47437	Hymenoptera
GB47438	Insecta
GB47439	Insecta
GB47440	Insecta
GB47441	Insecta
GB47443	Insecta
GB47445	Insecta
GB47446	Hymenoptera
GB47448	NA
GB47449	Insecta
GB47450	Insecta
GB47451	Insecta
GB47452	Insecta
GB47453	Insecta
GB47454	Insecta
GB47455	Insecta
GB47456	Insecta
GB47457	Insecta
GB47458	Insecta
GB47459	Insecta
GB47460	Insecta
GB47461	Insecta
GB47462	Insecta
GB47463	Insecta
GB47464	Insecta
GB47465	Insecta
GB47466	Insecta
GB47467	Insecta
GB47468	Insecta
GB47469	Insecta
GB47470	Insecta
GB47471	Hymenoptera
GB47472	Insecta
GB47473	Insecta
GB47474	Insecta
GB47475	Hymenoptera
GB47476	Insecta
GB47477	Insecta
GB47478	Insecta
GB47480	Hymenoptera
GB47481	Insecta
GB47482	Insecta
GB47483	Insecta
GB47484	NA
GB47485	NA
GB47486	Insecta
GB47487	Insecta
GB47488	Insecta
GB47489	Insecta
GB47491	NA
GB47492	Insecta
GB47493	Insecta
GB47494	NA
GB47495	Insecta
GB47496	Insecta
GB47497	Insecta
GB47498	Insecta
GB47499	Insecta
GB47500	Insecta
GB47502	Hymenoptera
GB47503	Insecta
GB47504	Insecta
GB47505	Insecta
GB47506	Insecta
GB47507	Insecta
GB47508	Insecta
GB47510	NA
GB47512	Insecta
GB47513	Insecta
GB47514	Insecta
GB47515	Insecta
GB47516	Insecta
GB47517	Insecta
GB47518	Insecta
GB47519	NA
GB47522	NA
GB47523	NA
GB47538	Insecta
GB47539	Insecta
GB47540	Insecta
GB47542	Insecta
GB47543	Insecta
GB47547	Hymenoptera
GB47548	Insecta
GB47549	Insecta
GB47550	Insecta
GB47551	Insecta
GB47552	Insecta
GB47553	Insecta
GB47554	Insecta
GB47556	Hymenoptera
GB47557	NA
GB47558	NA
GB47559	NA
GB47563	NA
GB47565	Hymenoptera
GB47566	Insecta
GB47567	Insecta
GB47568	Insecta
GB47569	Apoidea
GB47570	Insecta
GB47571	Insecta
GB47572	Insecta
GB47573	Insecta
GB47574	Insecta
GB47575	Insecta
GB47576	Insecta
GB47577	Insecta
GB47579	Insecta
GB47580	Apoidea
GB47581	Insecta
GB47582	NA
GB47583	NA
GB47584	Insecta
GB47585	NA
GB47587	NA
GB47588	Insecta
GB47589	Insecta
GB47590	Insecta
GB47591	Insecta
GB47592	Insecta
GB47593	Insecta
GB47594	Insecta
GB47595	Insecta
GB47596	Insecta
GB47598	Insecta
GB47599	Insecta
GB47601	Insecta
GB47602	Insecta
GB47604	Insecta
GB47605	Insecta
GB47606	Insecta
GB47607	Apoidea
GB47608	Insecta
GB47609	Hymenoptera
GB47611	Hymenoptera
GB47612	Insecta
GB47614	Insecta
GB47615	Insecta
GB47616	NA
GB47617	Insecta
GB47618	Hymenoptera
GB47620	NA
GB47623	Insecta
GB47624	Insecta
GB47625	NA
GB47626	Insecta
GB47627	Insecta
GB47628	Insecta
GB47629	Insecta
GB47630	Insecta
GB47631	Insecta
GB47632	Insecta
GB47633	Insecta
GB47634	Hymenoptera
GB47635	Insecta
GB47636	Insecta
GB47638	Insecta
GB47642	NA
GB47643	NA
GB47645	NA
GB47646	NA
GB47647	NA
GB47649	Insecta
GB47650	Insecta
GB47651	Insecta
GB47652	Insecta
GB47654	Insecta
GB47655	Insecta
GB47656	Insecta
GB47657	Insecta
GB47658	Insecta
GB47659	Hymenoptera
GB47660	Insecta
GB47661	Insecta
GB47662	Insecta
GB47663	Insecta
GB47664	NA
GB47665	Insecta
GB47666	Insecta
GB47667	Insecta
GB47668	Insecta
GB47669	Hymenoptera
GB47670	Apoidea
GB47671	NA
GB47672	NA
GB47673	Hymenoptera
GB47675	Insecta
GB47676	NA
GB47677	NA
GB47678	Insecta
GB47679	Insecta
GB47680	Insecta
GB47682	Insecta
GB47683	Insecta
GB47684	NA
